furnished,garage,garden,kitchen_equipment,kitchen_type,livable_surface,locality,number_of_bathrooms,number_of_bedrooms,number_of_facades,number_of_floors,price,property_code,property_url,state_of_the_property,surface_garden,surface_terrace,swimming_pool,terrace,total_land_surface,type_of_heating,type_of_property
No,,,,,70 m²,2660 Hoboken,1.0,2.0,2.0,,  189 000 €  ,RBT70727,https://immovlan.be/en/detail/apartment/for-sale/2660/hoboken/rbt70727,Normal,,,,Yes,,Not specified,Apartment
,Yes,Yes,,,97 m²,2400 Mol,1.0,2.0,,2.0,  295 000 €  ,RBT70721,https://immovlan.be/en/detail/apartment/for-sale/2400/mol/rbt70721,Normal,,33 m²,,Yes,,Hot air,Apartment
,Yes,,Super equipped,,210 m²,2000 Antwerp,3.0,4.0,,,  2 100 000 €  ,RBT70720,https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbt70720,Excellent,,140 m²,,Yes,,,Apartment
,Yes,Yes,Fully equipped,Western kitchen,322 m²,2350 Vosselaar,2.0,6.0,4.0,,  595 000 €  ,RBT70704,https://immovlan.be/en/detail/residence/for-sale/2350/vosselaar/rbt70704,Excellent,,,,Yes,630 m²,Gas,Residence
,,Yes,Super equipped,,174 m²,2140 Antwerp,1.0,6.0,2.0,3.0,  399 000 €  ,RBT70679,https://immovlan.be/en/detail/residence/for-sale/2140/antwerp/rbt70679,Normal,,,No,Yes,66 m²,,Residence
,,,,,114 m²,2590 Berlaar,1.0,2.0,3.0,,  215 000 €  ,RBT70678,https://immovlan.be/en/detail/residence/for-sale/2590/berlaar/rbt70678,To renovate,,,,,90 m²,Gas,Residence
No,Yes,,Super equipped,,105 m²,2310 Rijkevorsel,1.0,2.0,2.0,1.0,  375 000 €  ,RBT70667,https://immovlan.be/en/detail/apartment/for-sale/2310/rijkevorsel/rbt70667,Normal,,13 m²,,Yes,,Gas,Apartment
No,,Yes,Fully equipped,Western kitchen,87 m²,2600 Berchem,1.0,2.0,2.0,13.0,  199 000 €  ,RBT70657,https://immovlan.be/en/detail/apartment/for-sale/2600/berchem/rbt70657,To be renovated,,10 m²,No,Yes,,Gas,Apartment
No,,Yes,,,125 m²,2870 Liezele,1.0,1.0,2.0,1.0,  329 000 €  ,RBT70651,https://immovlan.be/en/detail/apartment/for-sale/2870/liezele/rbt70651,,,,,Yes,,,Apartment
,,,,,140 m²,2812 Muizen,1.0,3.0,2.0,,  438 000 €  ,RWC39911,https://immovlan.be/en/detail/duplex/for-sale/2812/muizen/rwc39911,Excellent,,34 m²,,Yes,,Gas,Duplex
,,,,,89 m²,2100 Deurne,1.0,2.0,,5.0,  219 000 €  ,RBT70321,https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbt70321,,,3 m²,No,Yes,,Gas,Apartment
,Yes,Yes,Super equipped,,246 m²,2250 Olen,1.0,4.0,4.0,,  479 000 €  ,RBT70320,https://immovlan.be/en/detail/residence/for-sale/2250/olen/rbt70320,To be renovated,,,,,1363 m²,Fuel oil,Residence
No,,Yes,,,100 m²,2980 Zoersel,1.0,2.0,4.0,,  395 000 €  ,RBT70310,https://immovlan.be/en/detail/residence/for-sale/2980/zoersel/rbt70310,,,,,,835 m²,Gas,Residence
No,Yes,Yes,,,239 m²,2250 Olen,1.0,3.0,4.0,,  425 000 €  ,RBT70309,https://immovlan.be/en/detail/residence/for-sale/2250/olen/rbt70309,To be renovated,,,,Yes,4400 m²,Fuel oil,Residence
No,Yes,No,Partially equipped,,72 m²,2100 Deurne,1.0,2.0,3.0,2.0,  234 500 €  ,RBT70305,https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbt70305,Normal,,,,Yes,,Gas,Apartment
,Yes,Yes,,,180 m²,2260 Westerlo,1.0,3.0,3.0,2.0,  430 000 €  ,RBT70281,https://immovlan.be/en/detail/residence/for-sale/2260/westerlo/rbt70281,New,,23 m²,No,Yes,332 m²,,Residence
,Yes,Yes,,,,2560 Bevel,1.0,3.0,3.0,3.0,  565 000 €  ,RBT70280,https://immovlan.be/en/detail/master-house/for-sale/2560/bevel/rbt70280,New,,,No,,815 m²,,Master
,Yes,Yes,Fully equipped,,179 m²,2170 Merksem,1.0,4.0,,,  445 000 €  ,RWC39904,https://immovlan.be/en/detail/residence/for-sale/2170/merksem/rwc39904,Excellent,,,,Yes,,Gas,Residence
,,,Fully equipped,Western kitchen,93 m²,2100 Deurne,1.0,2.0,2.0,2.0,  198 000 €  ,RBT70173,https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbt70173,Fully renovated,,,No,,,,Apartment
,Yes,Yes,Super equipped,,66 m²,2580 Beerzel,1.0,2.0,,,  275 000 €  ,RBT70108,https://immovlan.be/en/detail/apartment/for-sale/2580/beerzel/rbt70108,,,,,Yes,,,Apartment
,,Yes,Super equipped,,205 m²,2860 Sint-Katelijne-Waver,1.0,4.0,4.0,1.0,  545 000 €  ,RBT70107,https://immovlan.be/en/detail/residence/for-sale/2860/sint-katelijne-waver/rbt70107,,,,Yes,Yes,868 m²,Gas,Residence
No,Yes,Yes,,,388 m²,2460 Kasterlee,1.0,4.0,4.0,,  549 000 €  ,RBT70131,https://immovlan.be/en/detail/residence/for-sale/2460/kasterlee/rbt70131,Normal,,,,Yes,729 m²,Fuel oil,Residence
No,Yes,,,,101 m²,2550 Kontich,1.0,2.0,3.0,,  399 000 €  ,RBT70130,https://immovlan.be/en/detail/apartment/for-sale/2550/kontich/rbt70130,Normal,,10 m²,,Yes,,Gas,Apartment
No,Yes,,,,136 m²,2800 Mechelen,1.0,2.0,2.0,,  320 000 €  ,RBT70127,https://immovlan.be/en/detail/residence/for-sale/2800/mechelen/rbt70127,Normal,,,,,,Gas,Residence
No,Yes,Yes,,,,2650 Edegem,2.0,4.0,2.0,,  539 000 €  ,RBT70122,https://immovlan.be/en/detail/residence/for-sale/2650/edegem/rbt70122,Normal,119 m²,15 m²,,Yes,194 m²,Gas,Residence
Yes,,,,,58 m²,2000 Antwerp,1.0,1.0,,,  225 000 €  ,RBT70003,https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbt70003,,,,,,,Gas,Apartment
,Yes,Yes,,,124 m²,2440 Geel,1.0,3.0,2.0,,  339 000 €  ,RBT69993,https://immovlan.be/en/detail/residence/for-sale/2440/geel/rbt69993,,,,No,Yes,826 m²,Gas,Residence
No,,Yes,Super equipped,,141 m²,2800 Mechelen,1.0,3.0,3.0,,  417 500 €  ,RBT70002,https://immovlan.be/en/detail/residence/for-sale/2800/mechelen/rbt70002,Excellent,40 m²,13 m²,,Yes,100 m²,,Residence
No,,Yes,,,153 m²,2060 Antwerp,2.0,5.0,2.0,,  549 000 €  ,RBT69967,https://immovlan.be/en/detail/residence/for-sale/2060/antwerp/rbt69967,Normal,25 m²,7 m²,,Yes,70 m²,Gas,Residence
,Yes,,Super equipped,,118 m²,2180 Ekeren,1.0,3.0,3.0,2.0,  320 000 €  ,RBT69916,https://immovlan.be/en/detail/apartment/for-sale/2180/ekeren/rbt69916,Fully renovated,,12 m²,No,Yes,,,Apartment
,Yes,,Fully equipped,Western kitchen,,2300 Turnhout,1.0,2.0,,,  180 000 €  ,RBT69910,https://immovlan.be/en/detail/apartment/for-sale/2300/turnhout/rbt69910,Normal,,,,Yes,,Gas,Apartment
,Yes,Yes,Fully equipped,Western kitchen,142 m²,2350 Vosselaar,1.0,3.0,3.0,,  275 000 €  ,RBT69909,https://immovlan.be/en/detail/residence/for-sale/2350/vosselaar/rbt69909,To be renovated,,,,Yes,359 m²,Gas,Residence
,Yes,,Partially equipped,Kitchenette,136 m²,2350 Vosselaar,1.0,2.0,,,  224 000 €  ,RBT69908,https://immovlan.be/en/detail/duplex/for-sale/2350/vosselaar/rbt69908,Normal,,,,Yes,,Gas,Duplex
No,Yes,Yes,Super equipped,,351 m²,2223 Schriek,2.0,4.0,4.0,,  898 000 €  ,RBT69902,https://immovlan.be/en/detail/residence/for-sale/2223/schriek/rbt69902,Excellent,,,Yes,Yes,1414 m²,Gas,Residence
,Yes,,,,93 m²,2660 Hoboken,,2.0,,,  170 000 €  ,RBT69868,https://immovlan.be/en/detail/apartment/for-sale/2660/hoboken/rbt69868,,,,No,Yes,,Gas,Apartment
No,Yes,Yes,,,232 m²,2830 Tisselt,2.0,4.0,,,  510 000 €  ,RBT69870,https://immovlan.be/en/detail/residence/for-sale/2830/tisselt/rbt69870,,,,,Yes,268 m²,Gas,Residence
,Yes,Yes,,,130 m²,2850 Boom,1.0,3.0,2.0,,  340 000 €  ,RBT69822,https://immovlan.be/en/detail/residence/for-sale/2850/boom/rbt69822,Excellent,,,No,,103 m²,Gas,Residence
,,,,,62 m²,2845 Niel,1.0,1.0,2.0,2.0,  164 900 €  ,RBT69821,https://immovlan.be/en/detail/apartment/for-sale/2845/niel/rbt69821,,,,No,,,Gas,Apartment
No,Yes,Yes,Super equipped,,256 m²,2360 Oud-Turnhout,1.0,5.0,2.0,,  469 000 €  ,RBT69817,https://immovlan.be/en/detail/residence/for-sale/2360/oud-turnhout/rbt69817,Normal,,,,Yes,320 m²,Gas,Residence
,,,,,323 m²,2060 Antwerp,5.0,9.0,,,  420 000 €  ,RBT69713,https://immovlan.be/en/detail/residence/for-sale/2060/antwerp/rbt69713,,,,No,,78 m²,,Residence
No,,,Partially equipped,,72 m²,2018 Antwerp,1.0,1.0,2.0,,  209 000 €  ,RBT69712,https://immovlan.be/en/detail/apartment/for-sale/2018/antwerp/rbt69712,To be renovated,,,,,,Gas,Apartment
No,,,Partially equipped,,50 m²,2660 Hoboken,1.0,1.0,2.0,,  149 000 €  ,RBT69711,https://immovlan.be/en/detail/apartment/for-sale/2660/hoboken/rbt69711,To be renovated,,11 m²,,Yes,,Gas,Apartment
No,,,Not equipped,,74 m²,2660 Hoboken,1.0,2.0,2.0,,  169 000 €  ,RBT69710,https://immovlan.be/en/detail/apartment/for-sale/2660/hoboken/rbt69710,To be renovated,,,,,,Gas,Apartment
No,Yes,No,Partially equipped,,268 m²,2140 Borgerhout,2.0,4.0,2.0,4.0,  469 000 €  ,RBT69709,https://immovlan.be/en/detail/apartment/for-sale/2140/borgerhout/rbt69709,To be renovated,,14 m²,,Yes,,Fuel oil,Apartment
No,Yes,,Super equipped,,66 m²,2018 Antwerp,1.0,1.0,2.0,5.0,  335 000 €  ,RBT69708,https://immovlan.be/en/detail/apartment/for-sale/2018/antwerp/rbt69708,Excellent,,5 m²,,Yes,,Gas,Apartment
No,Yes,Yes,Super equipped,,129 m²,2920 Kalmthout,1.0,3.0,4.0,,  495 000 €  ,RBT69687,https://immovlan.be/en/detail/residence/for-sale/2920/kalmthout/rbt69687,To be renovated,,,,Yes,1232 m²,Gas,Residence
,,Yes,,,231 m²,2620 Hemiksem,1.0,3.0,2.0,,  199 000 €  ,RBT69652,https://immovlan.be/en/detail/residence/for-sale/2620/hemiksem/rbt69652,To be renovated,,,No,Yes,130 m²,,Residence
,Yes,Yes,,,593 m²,2650 Edegem,4.0,7.0,4.0,,  2 895 000 €  ,RBT69650,https://immovlan.be/en/detail/residence/for-sale/2650/edegem/rbt69650,Excellent,,,Yes,Yes,3303 m²,,Residence
No,Yes,Yes,Super equipped,,150 m²,2840 Terhagen,1.0,2.0,,,  328 000 €  ,RBT69616,https://immovlan.be/en/detail/residence/for-sale/2840/terhagen/rbt69616,,,,,Yes,150 m²,Gas,Residence
,Yes,Yes,,,112 m²,2223 Schriek,,3.0,,2.0,  434 000 €  ,RBT69827,https://immovlan.be/en/detail/penthouse/for-sale/2223/schriek/rbt69827,,500 m²,50 m²,No,Yes,,,Penthouse
,Yes,Yes,,,112 m²,2220 Heist-op-den-Berg,,3.0,,2.0,  434 000 €  ,RBT69826,https://immovlan.be/en/detail/penthouse/for-sale/2220/heist-op-den-berg/rbt69826,,500 m²,50 m²,,Yes,,,Penthouse
,Yes,Yes,,,93 m²,2223 Schriek,,1.0,,2.0,  314 000 €  ,RBT69825,https://immovlan.be/en/detail/penthouse/for-sale/2223/schriek/rbt69825,New,,12 m²,No,Yes,,,Penthouse
,Yes,Yes,,,93 m²,2220 Heist-op-den-Berg,,1.0,,2.0,  314 000 €  ,RBT69824,https://immovlan.be/en/detail/penthouse/for-sale/2220/heist-op-den-berg/rbt69824,New,,12 m²,No,Yes,,,Penthouse
No,Yes,Yes,,,174 m²,2801 Heffen,1.0,4.0,4.0,,  849 000 €  ,RBT69743,https://immovlan.be/en/detail/villa/for-sale/2801/heffen/rbt69743,Normal,,,,,1526 m²,Not specified,Villa
No,,Yes,,,190 m²,2610 Wilrijk,,5.0,2.0,,  339 000 €  ,RBT69721,https://immovlan.be/en/detail/residence/for-sale/2610/wilrijk/rbt69721,To be renovated,,,,Yes,256 m²,,Residence
No,Yes,Yes,,,168 m²,2960 Brecht,1.0,3.0,4.0,,  549 000 €  ,RBT69720,https://immovlan.be/en/detail/residence/for-sale/2960/brecht/rbt69720,Normal,,,,Yes,979 m²,,Residence
No,Yes,Yes,,,276 m²,2275 Poederlee,1.0,4.0,4.0,,  669 000 €  ,RBT69601,https://immovlan.be/en/detail/residence/for-sale/2275/poederlee/rbt69601,,275 m²,,,Yes,785 m²,Gas,Residence
No,,Yes,,,113 m²,2800 Mechelen,1.0,2.0,,,  315 000 €  ,RBT69662,https://immovlan.be/en/detail/residence/for-sale/2800/mechelen/rbt69662,Normal,,,,Yes,80 m²,Gas,Residence
No,Yes,Yes,,,99 m²,2812 Muizen,1.0,2.0,,,  425 000 €  ,RBT69630,https://immovlan.be/en/detail/apartment/for-sale/2812/muizen/rbt69630,Normal,,,,Yes,,Gas,Apartment
,,,,,81 m²,2610 Wilrijk,1.0,3.0,2.0,,  268 000 €  ,RWC39899,https://immovlan.be/en/detail/apartment/for-sale/2610/wilrijk/rwc39899,Fully renovated,,,,,,Gas,Apartment
No,,,,,152 m²,2490 Balen,1.0,2.0,,,  249 000 €  ,RBT69609,https://immovlan.be/en/detail/apartment/for-sale/2490/balen/rbt69609,,,,,Yes,,Gas,Apartment
No,Yes,Yes,,,192 m²,2800 Mechelen,2.0,4.0,4.0,,  628 000 €  ,RBT69599,https://immovlan.be/en/detail/residence/for-sale/2800/mechelen/rbt69599,,912 m²,20 m²,,Yes,1037 m²,Gas,Residence
,,,,,153 m²,2060 Antwerp,2.0,5.0,2.0,3.0,  549 000 €  ,RBT69402,https://immovlan.be/en/detail/residence/for-sale/2060/antwerp/rbt69402,,,8 m²,No,Yes,61 m²,Not specified,Residence
No,,,Super equipped,,65 m²,2500 Lier,,1.0,2.0,3.0,  214 749 €  ,RBT69225,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbt69225,New,,11 m²,,Yes,,Not specified,Apartment
No,,,Super equipped,,92 m²,2500 Lier,,2.0,2.0,3.0,  288 961 €  ,RBT69223,https://immovlan.be/en/detail/ground-floor/for-sale/2500/lier/rbt69223,New,,20 m²,,Yes,,Not specified,Ground
No,,,Super equipped,,92 m²,2500 Lier,,2.0,2.0,3.0,  288 961 €  ,RBT69222,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbt69222,New,,20 m²,,Yes,,Not specified,Apartment
No,Yes,Yes,,,98 m²,2243 Pulle,2.0,3.0,4.0,,  255 000 €  ,RBT69215,https://immovlan.be/en/detail/residence/for-sale/2243/pulle/rbt69215,To be renovated,2000 m²,,,Yes,2491 m²,Wood,Residence
,Yes,Yes,Fully equipped,,184 m²,2570 Duffel,1.0,4.0,2.0,3.0,  429 000 €  ,RBT69213,https://immovlan.be/en/detail/residence/for-sale/2570/duffel/rbt69213,,,,No,Yes,301 m²,Not specified,Residence
,,,Fully equipped,,116 m²,2570 Duffel,1.0,2.0,2.0,,  350 000 €  ,RBT69211,https://immovlan.be/en/detail/residence/for-sale/2570/duffel/rbt69211,,,,No,Yes,81 m²,Not specified,Residence
No,,Yes,Partially equipped,,319 m²,2500 Lier,3.0,5.0,2.0,,  369 000 €  ,RBT69210,https://immovlan.be/en/detail/residence/for-sale/2500/lier/rbt69210,Normal,15 m²,10 m²,,Yes,128 m²,Gas,Residence
No,Yes,Yes,Partially equipped,,173 m²,2500 Lier,1.0,4.0,2.0,,  399 000 €  ,RBT69208,https://immovlan.be/en/detail/residence/for-sale/2500/lier/rbt69208,Excellent,20 m²,10 m²,,Yes,76 m²,Gas,Residence
,Yes,,,,106 m²,2100 Deurne,1.0,2.0,,,  189 000 €  ,RBT69205,https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbt69205,,,3 m²,,Yes,,Fuel oil,Apartment
,,,,,90 m²,2100 Deurne,1.0,3.0,,3.0,  199 900 €  ,RBT69204,https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbt69204,,,,No,,,Not specified,Apartment
,Yes,,Fully equipped,,167 m²,2620 Hemiksem,1.0,3.0,2.0,,  379 000 €  ,RBT69200,https://immovlan.be/en/detail/residence/for-sale/2620/hemiksem/rbt69200,,,,No,Yes,130 m²,Not specified,Residence
,Yes,Yes,Fully equipped,,150 m²,2830 Blaasveld,1.0,3.0,2.0,3.0,"
 349 000 €
                            
",RBT69199,https://immovlan.be/en/detail/residence/for-sale/2830/blaasveld/rbt69199,,,,No,Yes,230 m²,Not specified,Residence
,Yes,Yes,Fully equipped,,256 m²,2160 Wommelgem,2.0,4.0,4.0,,  645 000 €  ,RBT69149,https://immovlan.be/en/detail/residence/for-sale/2160/wommelgem/rbt69149,,,,No,Yes,973 m²,Gas,Residence
No,Yes,Yes,Super equipped,,198 m²,2550 Kontich,1.0,4.0,2.0,,  439 000 €  ,RBT69125,https://immovlan.be/en/detail/residence/for-sale/2550/kontich/rbt69125,Normal,113 m²,,,Yes,210 m²,Gas,Residence
No,Yes,Yes,Super equipped,,98 m²,2547 Lint,1.0,2.0,,, Price on request ,RBT69401,https://immovlan.be/en/detail/apartment/for-sale/2547/lint/rbt69401,New,,8 m²,,Yes,,,Apartment
No,Yes,Yes,,,155 m²,2900 Schoten,1.0,2.0,4.0,3.0,  499 000 €  ,RBT69097,https://immovlan.be/en/detail/apartment/for-sale/2900/schoten/rbt69097,Normal,,10 m²,,Yes,,Gas,Apartment
No,,Yes,,,183 m²,2260 Westerlo,1.0,3.0,3.0,,  495 000 €  ,RBT69347,https://immovlan.be/en/detail/residence/for-sale/2260/westerlo/rbt69347,New,,16 m²,,Yes,430 m²,,Residence
No,Yes,Yes,Super equipped,,93 m²,2110 Wijnegem,1.0,2.0,2.0,3.0,  325 000 €  ,RBT69079,https://immovlan.be/en/detail/apartment/for-sale/2110/wijnegem/rbt69079,Normal,,,,Yes,,Gas,Apartment
No,,,,,67 m²,2500 Lier,,1.0,2.0,3.0,  199 902 €  ,RBT69219,https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbt69219,New,,8 m²,,Yes,,Not specified,Apartment
No,Yes,,,,136 m²,2500 Lier,2.0,2.0,2.0,,  425 000 €  ,RBT69214,https://immovlan.be/en/detail/residence/for-sale/2500/lier/rbt69214,Excellent,,10 m²,,Yes,45 m²,,Residence
No,Yes,Yes,Fully equipped,Western kitchen,160 m²,2220 Heist-op-den-Berg,1.0,3.0,4.0,,  365 000 €  ,RBT69193,https://immovlan.be/en/detail/residence/for-sale/2220/heist-op-den-berg/rbt69193,To renovate,,,,Yes,1108 m²,Gas,Residence
No,Yes,Yes,,,188 m²,2490 Balen,1.0,3.0,4.0,,  349 000 €  ,RBT69045,https://immovlan.be/en/detail/residence/for-sale/2490/balen/rbt69045,Normal,,,,,2283 m²,Fuel oil,Residence
No,,Yes,,,145 m²,2620 Hemiksem,1.0,3.0,2.0,,  289 000 €  ,RBT69148,https://immovlan.be/en/detail/residence/for-sale/2620/hemiksem/rbt69148,To be renovated,,,,,178 m²,Gas,Residence
No,Yes,Yes,,,252 m²,2320 Hoogstraten,2.0,3.0,4.0,,  798 000 €  ,RBT69140,https://immovlan.be/en/detail/residence/for-sale/2320/hoogstraten/rbt69140,Excellent,,,Yes,Yes,890 m²,,Residence
No,Yes,Yes,,,227 m²,2580 Putte,1.0,3.0,4.0,,  810 000 €  ,RBT69135,https://immovlan.be/en/detail/residence/for-sale/2580/putte/rbt69135,Normal,,,,Yes,6562 m²,Fuel oil,Residence
No,,Yes,,,215 m²,2860 Sint-Katelijne-Waver,2.0,3.0,4.0,,  785 000 €  ,RBT69134,https://immovlan.be/en/detail/residence/for-sale/2860/sint-katelijne-waver/rbt69134,Normal,,,,Yes,866 m²,Gas,Residence
No,,Yes,,,223 m²,2235 Houtvenne,1.0,3.0,3.0,,  649 000 €  ,RBT69133,https://immovlan.be/en/detail/residence/for-sale/2235/houtvenne/rbt69133,Normal,,,,Yes,495 m²,Gas,Residence
No,,,,,99 m²,2220 Heist-op-den-Berg,1.0,2.0,2.0,2.0,  199 000 €  ,RBT69132,https://immovlan.be/en/detail/apartment/for-sale/2220/heist-op-den-berg/rbt69132,Normal,,,,,,Gas,Apartment
No,Yes,,,,52 m²,2100 Deurne,1.0,1.0,,3.0,  210 000 €  ,RBT69126,https://immovlan.be/en/detail/ground-floor/for-sale/2100/deurne/rbt69126,Normal,,,,,,Gas,Ground
No,,,,,39 m²,2018 Antwerp,1.0,1.0,2.0,20.0,  159 000 €  ,RBT69118,https://immovlan.be/en/detail/studio/for-sale/2018/antwerp/rbt69118,To be renovated,,10 m²,,Yes,,Gas,Studio
No,,,Super equipped,,82 m²,2660 Hoboken,1.0,2.0,2.0,,  235 000 €  ,RBT69117,https://immovlan.be/en/detail/apartment/for-sale/2660/hoboken/rbt69117,Normal,,7 m²,,Yes,,Gas,Apartment
No,Yes,Yes,,,177 m²,2610 Wilrijk,1.0,4.0,3.0,,  334 000 €  ,RBT69099,https://immovlan.be/en/detail/apartment/for-sale/2610/wilrijk/rbt69099,Normal,,,,Yes,,Gas,Apartment
,Yes,Yes,,,318 m²,2490 Balen,2.0,4.0,3.0,,  369 000 €  ,RBT69077,https://immovlan.be/en/detail/residence/for-sale/2490/balen/rbt69077,,,,,Yes,3019 m²,,Residence
,,Yes,,,95 m²,2430 Eindhout,1.0,1.0,4.0,, Make offer from 149 000 €  ,RBT69075,https://immovlan.be/en/detail/chalet/for-sale/2430/eindhout/rbt69075,,,,,,1523 m²,,Chalet
No,,,,,165 m²,2490 Balen,,2.0,2.0,,  129 000 €  ,RBT69049,https://immovlan.be/en/detail/residence/for-sale/2490/balen/rbt69049,To be renovated,,,,,,Fuel oil,Residence
No,,Yes,,,237 m²,2490 Balen,2.0,4.0,4.0,,  549 000 €  ,RBT69044,https://immovlan.be/en/detail/residence/for-sale/2490/balen/rbt69044,Normal,,,,,964 m²,Electricity,Residence
No,,Yes,,,168 m²,2490 Balen,1.0,3.0,3.0,,  369 000 €  ,RBT69041,https://immovlan.be/en/detail/residence/for-sale/2490/balen/rbt69041,New,,,,,,Electricity,Residence
No,,Yes,,,,2020 Antwerp,1.0,4.0,2.0,,  280 000 €  ,RBT68987,https://immovlan.be/en/detail/residence/for-sale/2020/antwerp/rbt68987,To be renovated,,,,,,Gas,Residence
,,Yes,,,286 m²,2018 Antwerp,3.0,5.0,,,  973 000 €  ,RBT68986,https://immovlan.be/en/detail/residence/for-sale/2018/antwerp/rbt68986,Fully renovated,,,,Yes,339 m²,Gas,Residence
No,,,Fully equipped,Western kitchen,77 m²,2018 Antwerp,1.0,1.0,3.0,3.0,"
 275 000 €
                            
",RBT68932,https://immovlan.be/en/detail/apartment/for-sale/2018/antwerp/rbt68932,Normal,,5 m²,,Yes,,Electricity,Apartment
No,,Yes,Super equipped,,215 m²,2610 Wilrijk,1.0,4.0,2.0,2.0,  375 000 €  ,RBT68890,https://immovlan.be/en/detail/duplex/for-sale/2610/wilrijk/rbt68890,Normal,,15 m²,Yes,Yes,,Gas,Duplex
,,,,,109 m²,2018 Antwerp,1.0,3.0,2.0,,  324 000 €  ,RBT68833,https://immovlan.be/en/detail/residence/for-sale/2018/antwerp/rbt68833,,,,,,44 m²,,Residence
,,,,,67 m²,2060 Antwerp,,1.0,,3.0,  239 000 €  ,RBT68831,https://immovlan.be/en/detail/apartment/for-sale/2060/antwerp/rbt68831,,,4 m²,,Yes,,Gas,Apartment
,,,,,69 m²,2060 Antwerp,,1.0,,3.0,  229 000 €  ,RBT68830,https://immovlan.be/en/detail/apartment/for-sale/2060/antwerp/rbt68830,,,,,,,Gas,Apartment
,,,,,69 m²,2060 Antwerp,,1.0,,3.0,  229 000 €  ,RBT68829,https://immovlan.be/en/detail/apartment/for-sale/2060/antwerp/rbt68829,,,,No,,,Gas,Apartment
,,,,,67 m²,2060 Antwerp,,1.0,,3.0,  225 000 €  ,RBT68828,https://immovlan.be/en/detail/apartment/for-sale/2060/antwerp/rbt68828,,,,No,,,Gas,Apartment
No,Yes,,,,171 m²,2491 Olmen,1.0,3.0,,,  269 000 €  ,RBT68839,https://immovlan.be/en/detail/residence/for-sale/2491/olmen/rbt68839,Normal,,,,,950 m²,Electricity,Residence
,Yes,,,,210 m²,2300 Turnhout,1.0,3.0,2.0,,  269 000 €  ,RBT68822,https://immovlan.be/en/detail/residence/for-sale/2300/turnhout/rbt68822,,,,No,,178 m²,Gas,Residence
,Yes,Yes,,,,2070 Zwijndrecht,1.0,3.0,2.0,,  325 000 €  ,RBT68798,https://immovlan.be/en/detail/residence/for-sale/2070/zwijndrecht/rbt68798,,,17 m²,No,Yes,365 m²,,Residence
No,,,,,85 m²,2610 Wilrijk,1.0,2.0,,2.0,  249 000 €  ,RBT68837,https://immovlan.be/en/detail/apartment/for-sale/2610/wilrijk/rbt68837,,,5 m²,,Yes,,Gas,Apartment
No,,,,,67 m²,2170 Merksem,1.0,2.0,,2.0,  185 000 €  ,RBT68802,https://immovlan.be/en/detail/apartment/for-sale/2170/merksem/rbt68802,Normal,,5 m²,,Yes,,Gas,Apartment
No,,Yes,Super equipped,,170 m²,2260 Westerlo,1.0,2.0,3.0,,  425 000 €  ,RBT68789,https://immovlan.be/en/detail/residence/for-sale/2260/westerlo/rbt68789,Excellent,,,,Yes,439 m²,Gas,Residence
No,Yes,Yes,,,360 m²,2260 Westerlo,1.0,3.0,4.0,,  345 000 €  ,RBT68788,https://immovlan.be/en/detail/residence/for-sale/2260/westerlo/rbt68788,To be renovated,,,,,1327 m²,Fuel oil,Residence
,,Yes,,,83 m²,2800 Mechelen,1.0,1.0,,,  275 000 €  ,RBT68656,https://immovlan.be/en/detail/residence/for-sale/2800/mechelen/rbt68656,New,,6 m²,No,Yes,83 m²,,Residence
,Yes,Yes,Super equipped,,88 m²,2220 Heist-op-den-Berg,1.0,2.0,,2.0,  279 000 €  ,RBT68637,https://immovlan.be/en/detail/apartment/for-sale/2220/heist-op-den-berg/rbt68637,Excellent,,,No,Yes,,Gas,Apartment
,Yes,Yes,Super equipped,,354 m²,2580 Beerzel,2.0,3.0,4.0,,  798 000 €  ,RBT68636,https://immovlan.be/en/detail/residence/for-sale/2580/beerzel/rbt68636,,,,No,Yes,1187 m²,Gas,Residence
,Yes,,Fully equipped,,227 m²,2400 Mol,1.0,3.0,3.0,3.0,  613 900 €  ,RBT68631,https://immovlan.be/en/detail/apartment/for-sale/2400/mol/rbt68631,Excellent,,,,Yes,,Gas,Apartment
No,Yes,,,,87 m²,2547 Lint,1.0,2.0,3.0,,  229 000 €  ,RBT68595,https://immovlan.be/en/detail/apartment/for-sale/2547/lint/rbt68595,Normal,,,,Yes,,,Apartment
No,Yes,Yes,Super equipped,,191 m²,2300 Turnhout,1.0,4.0,,,  385 000 €  ,RBT68562,https://immovlan.be/en/detail/residence/for-sale/2300/turnhout/rbt68562,Normal,,,,Yes,532 m²,Gas,Residence
